user_id,age,gender,device_os,device_model,location,account_created_date
USR04389,60,Female,Android,Oppo A58,Hanoi,
USR04390,43,Male,Android,Samsung A55,Hanoi,
USR04391,22,Female,iOS,iPhone 15,Hanoi,
USR04392,54,Female,Android,Samsung S24,Others,2026-01-03
USR04393,32,Male,Android,Samsung A55,Danang,2026-02-04
USR04394,20,Female,Android,Samsung S24,Danang,
USR04395,48,Male,Android,Samsung A55,Danang,2026-02-03
USR04396,57,Male,Android,Samsung S24,HCM,2026-05-29
USR04397,36,Male,Android,Oppo A58,HCM,
USR04398,21,Female,Android,Samsung S24,Hanoi,
USR04399,49,Male,iOS,iPhone 13,Hanoi,2026-02-24
USR04400,53,Male,iOS,iPhone 14,HCM,2026-02-17
USR04401,33,Female,iOS,iPhone 13,Others,
USR04402,23,Female,iOS,iPhone 13,Others,2026-01-16
USR04403,27,Female,iOS,iPhone 13,HCM,2026-02-24
USR04404,29,Male,Android,Samsung A55,Hanoi,2026-02-07
USR04405,42,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-03
USR04406,38,Male,iOS,iPhone 15,Danang,2026-02-12
USR04407,36,Male,iOS,iPhone 15,HCM,2026-04-02
USR04408,22,Male,Android,Xiaomi Redmi 13,HCM,2026-04-20
USR04409,26,Male,Android,Samsung S24,HCM,2026-03-10
USR04410,55,Female,Android,Xiaomi Redmi 13,Others,
USR04411,55,Female,iOS,iPhone 14,HCM,2026-01-09
USR04412,53,Female,Android,Oppo A58,Hanoi,
USR04413,29,Male,Android,Samsung A55,Others,2026-02-28
USR04414,60,Male,iOS,iPhone 14,Danang,2026-01-09
USR04415,49,Female,Android,Samsung A55,Others,2026-02-22
USR04416,34,Male,iOS,iPhone 13,Hanoi,
USR04417,28,Male,Android,Samsung S24,Others,2026-02-11
USR04418,57,Male,iOS,iPhone 13,Hanoi,2026-05-26
USR04419,56,Male,Android,Oppo A58,Others,2026-02-03
USR04420,32,Female,Android,Oppo A58,HCM,2026-01-18
USR04421,39,Male,Android,Samsung A55,Hanoi,2026-01-21
USR04422,45,Male,iOS,iPhone 13,HCM,2026-05-30
USR04423,40,Female,iOS,iPhone 14,Hanoi,2026-01-25
USR04424,22,Male,iOS,iPhone 14,Danang,2026-02-06
USR04425,25,Male,Android,Samsung S24,Danang,2026-01-04
USR04426,52,Female,iOS,iPhone 14,HCM,2026-03-17
USR04427,27,Male,iOS,iPhone 13,Hanoi,2026-04-16
USR04428,60,Female,Android,Samsung A55,Danang,2026-01-24
USR04429,37,Male,iOS,iPhone 15,Danang,
USR04430,34,Male,Android,Samsung S24,Others,
USR04431,25,Female,iOS,iPhone 14,Danang,2026-04-07
USR04432,42,Female,iOS,iPhone 13,Danang,2026-04-26
USR04433,22,Female,iOS,iPhone 15,Danang,2026-02-17
USR04434,42,Female,Android,Xiaomi Redmi 13,Hanoi,
USR04435,52,Female,iOS,iPhone 15,Others,2026-01-08
USR04436,43,Male,iOS,iPhone 14,Others,2026-01-17
USR04437,24,Female,Android,Samsung S24,Others,2026-04-13
USR04438,31,Female,Android,Samsung A55,Hanoi,2026-03-22
USR04439,30,Female,iOS,iPhone 14,Others,2026-04-24
USR04440,34,Male,iOS,iPhone 13,HCM,
USR04441,57,Male,iOS,iPhone 15,Danang,2026-05-07
USR04442,20,Male,Android,Xiaomi Redmi 13,Danang,
USR04443,52,Female,iOS,iPhone 14,Danang,2026-02-08
USR04444,58,Female,iOS,iPhone 13,Hanoi,
USR04445,41,Female,iOS,iPhone 13,Hanoi,2026-03-08
USR04446,26,Female,Android,Xiaomi Redmi 13,Danang,
USR04447,28,Female,iOS,iPhone 15,Hanoi,2026-03-23
USR04448,32,Female,iOS,iPhone 15,Hanoi,
USR04449,36,Male,iOS,iPhone 13,Danang,2026-01-26
USR04450,36,Male,Android,Samsung S24,Hanoi,
USR04451,37,Male,Android,Samsung A55,Others,2026-05-15
USR04452,34,Female,Android,Samsung S24,Others,2026-01-17
USR04453,44,Female,iOS,iPhone 14,Hanoi,2026-02-15
USR04454,35,Female,iOS,iPhone 14,Danang,2026-01-19
USR04455,30,Male,iOS,iPhone 15,Danang,
USR04456,30,Female,iOS,iPhone 15,HCM,
USR04457,36,Female,iOS,iPhone 15,Hanoi,2026-03-31
USR04458,26,Female,Android,Xiaomi Redmi 13,HCM,
USR04459,19,Male,iOS,iPhone 15,HCM,2026-03-25
USR04460,34,Male,iOS,iPhone 13,Hanoi,
USR04461,50,Male,Android,Samsung A55,Others,
USR04462,38,Male,Android,Xiaomi Redmi 13,Others,2026-03-20
USR04463,22,Male,iOS,iPhone 15,Hanoi,
USR04464,27,Male,iOS,iPhone 13,HCM,2026-02-08
USR04465,27,Female,iOS,iPhone 14,Danang,
USR04466,25,Female,Android,Samsung A55,Danang,
USR04467,18,Female,Android,Xiaomi Redmi 13,Others,2026-02-01
USR04468,41,Male,iOS,iPhone 14,Danang,2026-03-05
USR04469,33,Female,Android,Samsung A55,Hanoi,
USR04470,36,Female,iOS,iPhone 15,HCM,2026-04-08
USR04471,20,Female,Android,Oppo A58,Others,
USR04472,43,Female,Android,Xiaomi Redmi 13,Hanoi,2026-01-27
USR04473,54,Female,Android,Oppo A58,Others,
USR04474,56,Male,Android,Oppo A58,Others,
USR04475,36,Female,iOS,iPhone 15,Others,
USR04476,19,Female,Android,Oppo A58,Danang,2026-03-24
USR04477,43,Female,iOS,iPhone 14,Hanoi,
USR04478,23,Male,iOS,iPhone 14,Others,2026-02-10
USR04479,50,Female,Android,Samsung S24,Hanoi,
USR04480,23,Female,Android,Samsung S24,Hanoi,
USR04481,52,Male,Android,Samsung A55,Hanoi,
USR04482,35,Male,iOS,iPhone 14,Hanoi,2026-04-18
USR04483,58,Female,Android,Samsung S24,Hanoi,2026-04-21
USR04484,35,Male,iOS,iPhone 14,HCM,
USR04485,51,Male,iOS,iPhone 15,HCM,2026-05-04
USR04486,28,Male,iOS,iPhone 15,Hanoi,
USR04487,50,Female,iOS,iPhone 13,Others,2026-01-23
USR04488,55,Female,iOS,iPhone 15,Others,2026-05-28
USR04489,46,Female,Android,Xiaomi Redmi 13,HCM,2026-05-03
USR04490,35,Female,iOS,iPhone 14,Danang,2026-01-22
USR04491,45,Female,iOS,iPhone 13,Others,2026-05-17
USR04492,47,Female,Android,Samsung A55,Hanoi,2026-05-27
USR04493,41,Male,iOS,iPhone 15,Hanoi,2026-04-04
USR04494,47,Male,iOS,iPhone 14,Danang,2026-02-19
USR04495,41,Female,Android,Samsung A55,Hanoi,2026-04-09
USR04496,58,Female,Android,Xiaomi Redmi 13,Danang,2026-01-17
USR04497,29,Male,iOS,iPhone 15,HCM,
USR04498,37,Female,Android,Oppo A58,Others,2026-05-05
USR04499,34,Female,Android,Samsung S24,HCM,2026-05-06
USR04500,55,Male,iOS,iPhone 15,Hanoi,2026-01-14
USR04501,32,Female,Android,Oppo A58,Hanoi,2026-02-06
USR04502,60,Male,Android,Samsung A55,HCM,
USR04503,51,Male,iOS,iPhone 15,HCM,2026-04-18
USR04504,36,Male,Android,Samsung A55,Hanoi,2026-05-26
USR04505,22,Male,iOS,iPhone 13,HCM,
USR04506,47,Female,Android,Samsung A55,Danang,2026-05-18
USR04507,60,Female,iOS,iPhone 13,Others,
USR04508,55,Female,Android,Samsung A55,Danang,2026-05-18
USR04509,45,Female,Android,Samsung S24,HCM,
USR04510,27,Male,iOS,iPhone 15,HCM,2026-01-21
USR04511,45,Female,iOS,iPhone 14,HCM,2026-02-18
USR04512,60,Male,iOS,iPhone 15,Hanoi,2026-02-15
USR04513,57,Female,Android,Samsung S24,Danang,
USR04514,23,Female,iOS,iPhone 13,Hanoi,
USR04515,31,Male,iOS,iPhone 13,Others,2026-04-24
USR04516,43,Male,iOS,iPhone 15,Others,2026-04-24
USR04517,39,Male,iOS,iPhone 15,HCM,
USR04518,56,Male,Android,Xiaomi Redmi 13,Danang,2026-02-21
USR04519,45,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-18
USR04520,49,Male,Android,Samsung A55,HCM,2026-05-31
USR04521,25,Female,iOS,iPhone 15,Others,2026-02-02
USR04522,32,Male,Android,Oppo A58,HCM,
USR04523,23,Female,iOS,iPhone 14,Hanoi,2026-03-06
USR04524,35,Male,Android,Samsung S24,Danang,2026-02-18
USR04525,24,Female,Android,Oppo A58,Hanoi,2026-03-01
USR04526,28,Male,Android,Samsung S24,Hanoi,2026-02-12
USR04527,47,Female,iOS,iPhone 13,HCM,2026-01-26
USR04528,19,Female,Android,Samsung S24,Hanoi,2026-02-08
USR04529,53,Male,Android,Xiaomi Redmi 13,HCM,
USR04530,26,Female,Android,Oppo A58,Others,
USR04531,46,Female,iOS,iPhone 13,Hanoi,
USR04532,19,Male,iOS,iPhone 14,Danang,2026-05-27
USR04533,24,Female,Android,Oppo A58,Danang,2026-05-05
USR04534,54,Male,Android,Samsung S24,Danang,2026-05-19
USR04535,29,Female,Android,Samsung S24,Others,
USR04536,19,Male,Android,Xiaomi Redmi 13,Others,2026-05-10
USR04537,60,Female,iOS,iPhone 14,Others,2026-01-02
USR04538,51,Female,Android,Xiaomi Redmi 13,Hanoi,
USR04539,48,Male,iOS,iPhone 14,Others,
USR04540,59,Male,Android,Samsung S24,Danang,2026-05-23
USR04541,54,Female,iOS,iPhone 15,Hanoi,2026-02-19
USR04542,47,Male,Android,Oppo A58,Hanoi,
USR04543,40,Female,iOS,iPhone 13,Hanoi,2026-01-04
USR04544,45,Male,iOS,iPhone 13,Danang,
USR04545,18,Female,iOS,iPhone 14,Others,2026-01-15
USR04546,22,Female,iOS,iPhone 15,HCM,
USR04547,24,Male,Android,Samsung S24,Danang,
USR04548,59,Male,iOS,iPhone 14,Danang,
USR04549,50,Female,Android,Samsung A55,Others,2026-02-20
USR04550,25,Female,iOS,iPhone 14,Hanoi,
USR04551,57,Female,iOS,iPhone 15,Hanoi,2026-05-08
USR04552,37,Male,Android,Samsung S24,Others,2026-04-05
USR04553,18,Male,Android,Samsung A55,Danang,2026-04-04
USR04554,51,Male,iOS,iPhone 15,Others,2026-05-13
USR04555,29,Male,Android,Samsung A55,Danang,2026-03-18
USR04556,30,Male,Android,Samsung A55,HCM,
USR04557,51,Female,iOS,iPhone 13,Others,2026-02-03
USR04558,30,Female,iOS,iPhone 15,Hanoi,
USR04559,37,Male,Android,Oppo A58,HCM,
USR04560,49,Female,iOS,iPhone 15,Others,2026-04-26
USR04561,47,Male,Android,Samsung S24,Hanoi,2026-02-06
USR04562,27,Female,iOS,iPhone 15,HCM,2026-04-19
USR04563,49,Female,Android,Oppo A58,Danang,2026-05-23
USR04564,36,Female,Android,Oppo A58,Others,
USR04565,27,Male,Android,Oppo A58,Hanoi,
USR04566,48,Male,Android,Xiaomi Redmi 13,Hanoi,2026-03-19
USR04567,22,Female,iOS,iPhone 15,Others,2026-05-10
USR04568,18,Female,Android,Samsung S24,Others,2026-04-13
USR04569,27,Female,Android,Samsung A55,Danang,
USR04570,57,Male,iOS,iPhone 15,HCM,2026-01-04
USR04571,44,Female,iOS,iPhone 15,Hanoi,2026-01-23
USR04572,53,Female,iOS,iPhone 15,HCM,2026-05-12
USR04573,51,Female,iOS,iPhone 14,Danang,2026-03-01
USR04574,51,Male,Android,Xiaomi Redmi 13,Others,2026-02-25
USR04575,30,Female,iOS,iPhone 15,Others,
USR04576,55,Male,iOS,iPhone 15,Others,
USR04577,57,Female,iOS,iPhone 14,Danang,2026-02-24
USR04578,46,Male,iOS,iPhone 13,Hanoi,2026-05-05
USR04579,60,Female,iOS,iPhone 15,Others,2026-03-05
USR04580,40,Female,iOS,iPhone 13,Others,2026-01-09
USR04581,56,Female,iOS,iPhone 15,Hanoi,2026-04-27
USR04582,48,Male,Android,Oppo A58,HCM,
USR04583,27,Female,Android,Samsung A55,Danang,2026-01-07
USR04584,54,Male,Android,Samsung A55,Hanoi,
USR04585,49,Male,iOS,iPhone 14,Danang,
USR04586,30,Male,iOS,iPhone 14,Danang,2026-04-29
USR04587,50,Male,iOS,iPhone 13,Hanoi,2026-03-25
USR04588,54,Female,iOS,iPhone 13,Hanoi,
USR04589,40,Female,Android,Samsung S24,Others,2026-05-24
USR04590,49,Male,Android,Samsung S24,Hanoi,
USR04591,19,Male,Android,Xiaomi Redmi 13,HCM,
USR04592,31,Male,iOS,iPhone 15,Others,2026-05-01
USR04593,43,Female,iOS,iPhone 15,HCM,
USR04594,41,Male,iOS,iPhone 13,HCM,2026-02-08
USR04595,56,Female,iOS,iPhone 15,Danang,
USR04596,20,Female,iOS,iPhone 15,Hanoi,
USR04597,48,Male,iOS,iPhone 15,Hanoi,2026-05-09
USR04598,41,Female,Android,Samsung S24,Danang,
USR04599,25,Male,Android,Samsung A55,HCM,
USR04600,47,Female,iOS,iPhone 15,HCM,2026-01-19
USR04601,59,Female,iOS,iPhone 15,Others,2026-01-02
USR04602,36,Male,iOS,iPhone 13,Others,2026-02-01
USR04603,22,Female,Android,Oppo A58,HCM,2026-03-11
USR04604,35,Female,iOS,iPhone 14,Others,
USR04605,51,Female,iOS,iPhone 13,HCM,2026-04-21
USR04606,60,Female,Android,Xiaomi Redmi 13,Hanoi,
USR04607,23,Male,iOS,iPhone 13,HCM,
USR04608,52,Male,iOS,iPhone 13,Hanoi,2026-03-05
USR04609,40,Female,Android,Oppo A58,Hanoi,2026-01-21
USR04610,57,Male,iOS,iPhone 14,Danang,2026-02-07
USR04611,21,Female,iOS,iPhone 14,Danang,2026-05-30
USR04612,51,Female,Android,Samsung A55,Others,
USR04613,23,Female,iOS,iPhone 13,HCM,2026-03-25
USR04614,29,Male,Android,Oppo A58,Hanoi,
USR04615,36,Male,iOS,iPhone 15,Others,
USR04616,49,Female,iOS,iPhone 14,Others,2026-05-25
USR04617,36,Male,Android,Xiaomi Redmi 13,Others,2026-02-28
USR04618,33,Female,iOS,iPhone 13,HCM,
USR04619,44,Female,Android,Samsung S24,Hanoi,
USR04620,37,Female,iOS,iPhone 13,Hanoi,2026-01-16
USR04621,39,Male,iOS,iPhone 15,Hanoi,2026-05-26
USR04622,43,Male,Android,Samsung S24,HCM,2026-01-16
USR04623,53,Male,iOS,iPhone 14,Hanoi,
USR04624,52,Female,iOS,iPhone 15,Danang,
USR04625,50,Female,iOS,iPhone 13,Danang,2026-04-03
USR04626,50,Male,iOS,iPhone 13,Danang,2026-04-28
USR04627,50,Male,Android,Samsung S24,HCM,2026-01-12
USR04628,35,Female,Android,Xiaomi Redmi 13,Others,2026-02-10
USR04629,31,Female,Android,Xiaomi Redmi 13,HCM,2026-01-03
USR04630,53,Female,Android,Samsung A55,HCM,2026-01-20
USR04631,52,Male,Android,Samsung A55,Others,2026-05-16
USR04632,27,Female,Android,Xiaomi Redmi 13,Danang,
USR04633,59,Female,Android,Xiaomi Redmi 13,HCM,2026-05-10
USR04634,23,Male,iOS,iPhone 13,Hanoi,2026-04-07
USR04635,30,Male,Android,Xiaomi Redmi 13,Hanoi,2026-03-28
USR04636,26,Male,iOS,iPhone 14,Hanoi,
USR04637,21,Male,Android,Samsung S24,HCM,
USR04638,25,Female,iOS,iPhone 13,HCM,2026-04-07
USR04639,52,Female,iOS,iPhone 13,Others,
USR04640,34,Female,Android,Samsung S24,Hanoi,2026-01-30
USR04641,55,Male,Android,Oppo A58,Hanoi,
USR04642,55,Female,Android,Oppo A58,Others,2026-05-15
USR04643,25,Male,Android,Samsung A55,HCM,2026-03-07
USR04644,50,Male,Android,Oppo A58,Danang,
USR04645,52,Male,Android,Samsung A55,Hanoi,
USR04646,22,Female,Android,Xiaomi Redmi 13,Danang,
USR04647,50,Female,Android,Samsung S24,Hanoi,2026-05-13
USR04648,38,Female,Android,Samsung S24,Danang,
USR04649,43,Male,iOS,iPhone 13,Hanoi,2026-01-29
USR04650,25,Male,Android,Samsung S24,HCM,2026-01-17
USR04651,35,Male,iOS,iPhone 15,HCM,2026-02-14
USR04652,30,Male,Android,Xiaomi Redmi 13,HCM,2026-03-30
USR04653,29,Female,iOS,iPhone 15,Others,2026-04-24
USR04654,36,Male,Android,Oppo A58,HCM,
USR04655,55,Female,iOS,iPhone 13,Hanoi,
USR04656,34,Female,iOS,iPhone 15,HCM,
USR04657,42,Male,Android,Samsung A55,HCM,2026-04-27
USR04658,19,Male,Android,Oppo A58,Hanoi,2026-05-11
USR04659,50,Female,iOS,iPhone 15,Danang,
USR04660,20,Female,Android,Oppo A58,Danang,2026-05-01
USR04661,50,Male,iOS,iPhone 15,Others,2026-02-04
USR04662,35,Female,iOS,iPhone 13,HCM,2026-01-14
USR04663,27,Female,Android,Oppo A58,Others,2026-04-20
USR04664,55,Male,iOS,iPhone 14,Hanoi,
USR04665,24,Female,Android,Oppo A58,Hanoi,
USR04666,44,Female,iOS,iPhone 15,Danang,2026-05-24
USR04667,42,Male,iOS,iPhone 14,HCM,
USR04668,53,Female,Android,Oppo A58,HCM,
USR04669,40,Male,iOS,iPhone 14,HCM,2026-05-11
USR04670,41,Female,iOS,iPhone 15,Danang,2026-04-12
USR04671,18,Female,iOS,iPhone 15,Hanoi,2026-05-26
USR04672,34,Male,Android,Xiaomi Redmi 13,Others,
USR04673,44,Female,iOS,iPhone 13,HCM,
USR04674,22,Male,Android,Samsung A55,Others,2026-01-30
USR04675,46,Female,Android,Samsung A55,HCM,2026-03-04
USR04676,47,Male,Android,Oppo A58,Hanoi,2026-03-02
USR04677,58,Female,Android,Samsung A55,HCM,2026-02-25
USR04678,53,Male,iOS,iPhone 13,Others,2026-01-24
USR04679,47,Female,Android,Samsung S24,Danang,
USR04680,35,Female,iOS,iPhone 14,Danang,2026-04-19
USR04681,31,Female,Android,Oppo A58,Danang,
USR04682,33,Female,iOS,iPhone 15,HCM,2026-01-01
USR04683,59,Male,iOS,iPhone 13,Danang,2026-03-08
USR04684,18,Female,iOS,iPhone 15,Others,2026-03-20
USR04685,30,Female,Android,Xiaomi Redmi 13,Hanoi,
USR04686,44,Female,Android,Xiaomi Redmi 13,HCM,2026-03-25
USR04687,19,Female,Android,Xiaomi Redmi 13,Others,2026-05-25
USR04688,45,Female,iOS,iPhone 14,HCM,
USR04689,22,Female,iOS,iPhone 15,Others,2026-05-14
USR04690,59,Male,iOS,iPhone 15,HCM,2026-04-12
USR04691,40,Male,Android,Xiaomi Redmi 13,Hanoi,2026-02-02
USR04692,18,Male,Android,Samsung S24,HCM,2026-01-28
USR04693,40,Female,iOS,iPhone 15,Danang,2026-03-31
USR04694,54,Male,Android,Oppo A58,Others,
USR04695,24,Female,Android,Samsung A55,Danang,2026-05-05
USR04696,34,Female,Android,Samsung A55,Hanoi,2026-03-26
USR04697,40,Male,iOS,iPhone 13,Danang,2026-01-11
USR04698,52,Male,Android,Samsung A55,HCM,2026-04-13
USR04699,60,Female,Android,Xiaomi Redmi 13,Others,2026-03-15
USR04700,25,Female,Android,Samsung S24,Hanoi,
USR04701,40,Male,iOS,iPhone 13,Others,2026-03-16
USR04702,58,Male,Android,Xiaomi Redmi 13,Hanoi,
USR04703,40,Male,iOS,iPhone 15,Hanoi,2026-02-02
USR04704,23,Female,iOS,iPhone 14,Danang,2026-01-16
USR04705,60,Male,Android,Xiaomi Redmi 13,Danang,2026-03-23
USR04706,40,Female,iOS,iPhone 13,Danang,
USR04707,59,Male,Android,Xiaomi Redmi 13,HCM,
USR04708,53,Male,iOS,iPhone 14,Danang,
USR04709,39,Male,iOS,iPhone 15,HCM,2026-01-22
USR04710,53,Female,Android,Samsung A55,HCM,2026-05-13
USR04711,43,Male,Android,Xiaomi Redmi 13,Danang,2026-01-21
USR04712,39,Male,iOS,iPhone 15,Others,2026-01-29
USR04713,59,Female,Android,Samsung A55,Hanoi,2026-05-22
USR04714,53,Female,iOS,iPhone 13,Others,
USR04715,31,Male,Android,Xiaomi Redmi 13,HCM,2026-05-18
USR04716,37,Male,iOS,iPhone 13,HCM,
USR04717,21,Male,Android,Xiaomi Redmi 13,Hanoi,2026-05-25
USR04718,27,Female,Android,Xiaomi Redmi 13,Hanoi,2026-03-06
USR04719,22,Male,Android,Oppo A58,HCM,
USR04720,53,Female,Android,Oppo A58,HCM,
USR04721,20,Female,Android,Samsung A55,Hanoi,
USR04722,48,Female,Android,Samsung S24,Others,
USR04723,29,Female,Android,Samsung A55,HCM,2026-01-23
USR04724,31,Female,Android,Xiaomi Redmi 13,Hanoi,2026-01-18
USR04725,20,Female,iOS,iPhone 14,Hanoi,2026-02-23
USR04726,42,Female,Android,Samsung S24,HCM,2026-01-20
USR04727,22,Male,Android,Samsung A55,Danang,2026-02-26
USR04728,51,Male,Android,Oppo A58,HCM,
USR04729,56,Female,iOS,iPhone 15,Hanoi,2026-04-08
USR04730,27,Male,Android,Oppo A58,Hanoi,
USR04731,31,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-06
USR04732,18,Male,iOS,iPhone 14,Danang,
USR04733,18,Female,Android,Xiaomi Redmi 13,Hanoi,2026-04-11
USR04734,40,Male,iOS,iPhone 15,HCM,2026-04-03
USR04735,19,Female,iOS,iPhone 13,Danang,2026-02-16
USR04736,53,Female,Android,Oppo A58,Hanoi,
USR04737,24,Female,iOS,iPhone 13,Others,
USR04738,31,Female,iOS,iPhone 15,HCM,2026-04-16
USR04739,37,Female,iOS,iPhone 14,Danang,2026-03-15
USR04740,22,Male,iOS,iPhone 14,Hanoi,2026-05-21
USR04741,22,Male,iOS,iPhone 13,Hanoi,2026-05-18
USR04742,45,Male,iOS,iPhone 14,Hanoi,2026-01-23
USR04743,41,Male,Android,Samsung A55,Danang,2026-03-08
USR04744,26,Male,Android,Xiaomi Redmi 13,Others,2026-03-20
USR04745,43,Female,Android,Samsung S24,HCM,2026-01-27
USR04746,45,Female,Android,Samsung S24,Others,2026-01-21
USR04747,31,Male,iOS,iPhone 15,HCM,
USR04748,39,Male,iOS,iPhone 13,HCM,2026-01-11
USR04749,29,Male,iOS,iPhone 14,HCM,2026-03-28
USR04750,26,Female,iOS,iPhone 15,HCM,2026-05-14
USR04751,48,Female,Android,Oppo A58,Others,
USR04752,54,Male,Android,Oppo A58,HCM,2026-04-11
USR04753,20,Female,Android,Oppo A58,Hanoi,
USR04754,53,Male,iOS,iPhone 14,Hanoi,2026-04-29
USR04755,59,Female,Android,Xiaomi Redmi 13,Hanoi,2026-03-15
USR04756,29,Female,iOS,iPhone 13,HCM,2026-03-13
USR04757,26,Male,Android,Samsung A55,HCM,2026-04-22
USR04758,30,Male,Android,Samsung A55,Hanoi,2026-03-21
USR04759,25,Male,iOS,iPhone 13,Hanoi,
USR04760,36,Male,Android,Samsung S24,HCM,
USR04761,37,Female,Android,Xiaomi Redmi 13,HCM,2026-01-20
USR04762,37,Male,iOS,iPhone 13,Danang,2026-01-04
USR04763,33,Male,Android,Oppo A58,Hanoi,2026-03-13
USR04764,34,Female,Android,Samsung A55,Hanoi,2026-01-20
USR04765,34,Female,Android,Oppo A58,HCM,2026-01-08
USR04766,58,Male,Android,Oppo A58,HCM,
USR04767,57,Male,iOS,iPhone 14,Hanoi,2026-03-26
USR04768,24,Male,Android,Xiaomi Redmi 13,Others,
USR04769,30,Male,iOS,iPhone 15,Others,
USR04770,20,Male,Android,Oppo A58,Danang,
USR04771,59,Male,iOS,iPhone 13,HCM,2026-05-11
USR04772,48,Female,iOS,iPhone 15,Others,2026-01-27
USR04773,24,Male,iOS,iPhone 15,Hanoi,
USR04774,34,Male,iOS,iPhone 15,Danang,2026-05-21
USR04775,37,Female,Android,Samsung S24,Danang,2026-02-23
USR04776,39,Male,iOS,iPhone 14,Danang,
USR04777,48,Female,Android,Oppo A58,HCM,
USR04778,60,Female,Android,Samsung S24,HCM,2026-02-03
USR04779,58,Female,iOS,iPhone 13,Hanoi,
USR04780,43,Female,iOS,iPhone 15,Danang,
USR04781,26,Female,iOS,iPhone 15,Others,
USR04782,60,Male,iOS,iPhone 15,HCM,2026-02-03
USR04783,22,Male,Android,Oppo A58,HCM,
USR04784,22,Male,iOS,iPhone 14,Hanoi,2026-05-30
USR04785,35,Female,iOS,iPhone 14,HCM,2026-02-11
USR04786,58,Male,Android,Samsung A55,Danang,
USR04787,39,Male,Android,Xiaomi Redmi 13,Danang,
USR04788,55,Female,iOS,iPhone 13,Danang,2026-01-16
USR04789,33,Male,iOS,iPhone 13,HCM,2026-04-15
USR04790,30,Female,iOS,iPhone 13,Hanoi,2026-05-08
USR04791,23,Female,iOS,iPhone 13,HCM,
USR04792,40,Male,Android,Samsung S24,Others,2026-05-24
USR04793,32,Female,iOS,iPhone 13,HCM,2026-04-04
USR04794,60,Female,Android,Xiaomi Redmi 13,Danang,2026-04-21
USR04795,19,Male,Android,Xiaomi Redmi 13,Danang,2026-02-05
USR04796,20,Female,iOS,iPhone 15,Others,2026-04-12
USR04797,27,Male,Android,Xiaomi Redmi 13,Danang,2026-01-12
USR04798,45,Female,iOS,iPhone 13,Danang,2026-03-08
USR04799,18,Female,iOS,iPhone 13,Danang,
USR04800,18,Male,iOS,iPhone 15,HCM,2026-04-11
USR04801,44,Female,iOS,iPhone 14,Others,
USR04802,19,Male,Android,Samsung S24,Others,2026-01-06
USR04803,56,Male,Android,Samsung S24,Danang,2026-02-08
USR04804,26,Male,iOS,iPhone 15,Hanoi,
USR04805,43,Male,iOS,iPhone 13,Others,
USR04806,38,Female,Android,Samsung S24,Hanoi,
USR04807,44,Male,Android,Oppo A58,Hanoi,
USR04808,26,Male,Android,Xiaomi Redmi 13,Others,
USR04809,54,Male,Android,Samsung A55,Others,
USR04810,45,Female,Android,Samsung S24,Hanoi,
USR04811,51,Female,Android,Samsung A55,Danang,
USR04812,57,Male,iOS,iPhone 13,HCM,2026-01-19
USR04813,19,Male,iOS,iPhone 13,Others,
USR04814,28,Female,iOS,iPhone 15,Others,2026-04-02
USR04815,47,Male,iOS,iPhone 13,Others,2026-04-15
USR04816,36,Female,Android,Oppo A58,Hanoi,
USR04817,60,Female,Android,Xiaomi Redmi 13,Danang,2026-04-06
USR04818,20,Female,iOS,iPhone 15,Danang,2026-04-16
USR04819,25,Female,iOS,iPhone 15,Hanoi,
USR04820,36,Male,iOS,iPhone 13,Danang,2026-01-28
USR04821,30,Male,iOS,iPhone 13,Others,2026-02-26
USR04822,51,Female,Android,Samsung A55,Danang,
USR04823,60,Female,Android,Xiaomi Redmi 13,Others,
USR04824,31,Female,Android,Xiaomi Redmi 13,Hanoi,2026-02-22
USR04825,59,Male,iOS,iPhone 14,HCM,2026-04-05
USR04826,38,Male,iOS,iPhone 14,Hanoi,2026-03-08
USR04827,41,Male,Android,Samsung A55,Danang,
USR04828,51,Female,Android,Samsung S24,Hanoi,2026-05-23
USR04829,56,Female,iOS,iPhone 15,Others,
USR04830,32,Male,Android,Samsung A55,Hanoi,2026-05-30
USR04831,38,Female,Android,Samsung A55,HCM,2026-04-02
USR04832,34,Female,Android,Oppo A58,Others,2026-04-23
USR04833,18,Female,iOS,iPhone 14,Hanoi,
USR04834,20,Female,Android,Oppo A58,Others,
USR04835,27,Female,Android,Samsung S24,Danang,2026-02-14
USR04836,46,Female,Android,Xiaomi Redmi 13,Others,2026-04-08
USR04837,24,Female,iOS,iPhone 13,HCM,
USR04838,32,Female,iOS,iPhone 14,Hanoi,2026-05-19
USR04839,48,Female,Android,Xiaomi Redmi 13,HCM,2026-05-06
USR04840,19,Male,iOS,iPhone 13,HCM,2026-05-05
USR04841,22,Male,iOS,iPhone 13,Others,2026-01-19
USR04842,30,Male,iOS,iPhone 14,Danang,2026-05-03
USR04843,24,Male,Android,Samsung A55,Danang,
USR04844,30,Female,Android,Oppo A58,Danang,
USR04845,50,Male,iOS,iPhone 14,Danang,2026-04-08
USR04846,24,Male,iOS,iPhone 14,Danang,
USR04847,31,Female,Android,Samsung A55,Hanoi,2026-01-30
